Date,Dynamic_Portfolio,Nifty_50
2025-05-16,222.38900698119045,178.47701809216403
2025-05-19,223.12949651729176,177.94663636444707
2025-05-20,220.23453112070436,176.0808958920356
2025-05-21,221.37102473429653,177.00502349573784
2025-05-22,221.48391443996098,175.5515869654386
2025-05-23,223.16269872545817,177.28822905892224
2025-05-26,223.75578166993128,178.3439768208083
2025-05-27,221.73895296711947,177.0959747387382
2025-05-28,221.7939107715035,176.56988421550105
2025-05-29,221.72165943233355,177.1487649133289
2025-05-30,220.89151763955866,176.55740071155984
2025-06-02,221.00991513732455,176.31415350697304
2025-06-03,219.77513794743993,175.07222598708861
2025-06-04,220.62683741796232,175.62648798908597
2025-06-05,221.1065931048225,176.55883575721384
2025-06-06,224.47231736540496,178.35753312586954
2025-06-09,226.8404382908664,179.07193507686284
2025-06-10,225.78313342323816,179.07943075222042
2025-06-11,225.48911532139886,179.34444049381187
2025-06-12,223.73556382626472,177.53824744979858
2025-06-13,222.86780612658848,176.32842036862013
2025-06-16,225.82435879534043,177.95413203980465
2025-06-17,224.25878072222937,177.29001241662812
2025-06-18,222.999972254108,176.99504783857057
2025-06-19,222.9906978946061,176.8609337660949
2025-06-20,227.00360811930906,179.13757099992873
2025-06-23,227.61850599366812,178.13532396921931
2025-06-24,229.38126259859553,178.652135459393
2025-06-25,230.45203530091024,180.08167778292977
2025-06-26,233.64923203627228,182.25202411099627
2025-06-27,235.39835449703773,182.88547834112077
2025-06-30,234.81987831829224,182.02411656917656
2025-07-01,236.23163660575418,182.2006689820595
2025-07-02,234.2343067373672,181.57007091076088
2025-07-03,231.3307685002552,181.22695567464433
2025-07-04,231.89988980214721,181.6242821985235
2025-07-07,232.5604697540178,181.6264278007634
2025-07-08,234.17704585930397,182.0629881941721
2025-07-09,233.90694561270072,181.73199421746276
2025-07-10,232.31735462020026,180.8699218889326
2025-07-11,230.82005198372227,179.40471241127807
2025-07-14,230.1851318290728,178.92285751863622
2025-07-15,230.52610307569248,179.7325019171097
2025-07-16,230.23384465848665,179.84842016799243
2025-07-17,229.2074169766494,179.13078588115718
2025-07-18,228.20801969917792,178.11035696133695
2025-07-21,229.1196139223936,178.98276719156843
2025-07-22,229.45136275203672,178.77019931251573
2025-07-23,229.9620047038327,179.9044148134609
2025-07-24,228.2271186727806,178.77875385651117
2025-07-25,226.19747438018064,177.17302136462544
2025-07-28,222.78952043120282,176.059495599565
2025-07-29,223.36425711505152,177.05959702803455
2025-07-30,223.26658484912107,177.30178536398344
2025-07-31,223.15969006141054,176.683308552092
2025-08-01,220.70833734913205,175.23522209491043
2025-08-04,222.95334016981832,176.35802689303435
2025-08-05,223.08379046714137,175.83586532974297
2025-08-06,223.26476758420077,175.2983501712025
2025-08-07,222.89254075010098,175.45493733726875
2025-08-08,220.65785991229782,173.79392075650048
2025-08-11,222.10923843985364,175.3757590416237
2025-08-12,220.55088783325758,174.6791767352072
2025-08-13,222.57754519973074,175.6204273593824
2025-08-14,222.8526808098441,175.70568021721311
2025-08-18,226.35674694817536,177.45799635303362
2025-08-19,227.18164217073053,178.19774148892552
2025-08-20,227.0558969403444,178.69637108998842
2025-08-21,227.49537420912327,178.9331954203376
2025-08-22,226.24054066555445,177.40913513838873
2025-08-25,226.0521088240447,178.10571744480526
2025-08-26,222.707368490012,176.2817047562152
2025-08-28,220.44340100693773,174.7754780513252
2025-08-29,220.08775377776118,174.24724192584816
2025-09-01,221.80309472010916,175.66109627456592
2025-09-02,222.46395219354974,175.3368734841461
2025-09-03,223.26173996345693,176.3031050486858
2025-09-04,222.15828619129084,176.44042359203925
2025-09-05,222.90645339030954,176.4882120055642
2025-09-08,222.75563355794765,176.7175545930379
2025-09-09,223.6836294301146,177.39843499215337
2025-09-10,226.50810396016843,178.14387851321482
2025-09-11,226.6825373095144,178.37500445839441
2025-09-12,229.41224772360854,179.1489817027501
2025-09-15,229.37859599400147,178.82939842886202
2025-09-16,230.2511288139567,180.04137111228033
2025-09-17,231.74220454222439,180.69158611834374
2025-09-18,232.02344435274938,181.35748909922611
2025-09-19,231.6976439090945,180.66876471270118
2025-09-22,232.1672732725638,179.77921752951465
2025-09-23,231.78894603692174,179.54488711345732
2025-09-24,230.68967150223423,178.7416655892215
2025-09-25,229.6437578162027,177.5571538279774
2025-09-26,226.96043040615783,175.87259135249857
2025-09-29,227.60496735190145,175.73135778168145
2025-09-30,227.0880255576858,175.561576555088
2025-10-01,228.6318654483576,177.16803353604178
2025-10-03,228.46834985109126,177.5814102792739
2025-10-06,229.12022066712578,178.88968427881028
2025-10-07,229.65656877731035,179.10832672004864
2025-10-08,227.84406913071263,178.66498120786832
2025-10-09,229.4324768023872,179.6326338855799
2025-10-10,231.4515919485739,180.37129228786972
2025-10-13,231.44560932122326,179.95755330010354
2025-10-14,230.42595458859626,179.373684773692
2025-10-15,232.98136733156076,180.64379770481872
2025-10-16,234.40171266366892,182.51097322288413
2025-10-17,235.34762557518297,183.39943367246866
2025-10-20,235.12995678738204,184.3503255742413
2025-10-21,235.5039162789843,184.53186581570793
2025-10-23,234.24186567813544,184.69451361147782
2025-10-24,232.26001889061493,184.00792089471068
2025-10-27,233.74625346761462,185.22702700895255
2025-10-28,234.33023119905795,185.01408295288377
2025-10-29,234.27972434287537,185.8536961203054
2025-10-30,233.74852336250513,184.59785005082577
2025-10-31,233.66884778677098,183.48681820005714
2025-11-03,233.8344211846759,183.78107222152877
2025-11-04,231.96941181990553,182.59906830705862
2025-11-06,230.5416858680712,181.97167470663774
2025-11-07,232.10919355604426,181.84756415629357
2025-11-10,231.7024910170326,182.43285379587698
2025-11-11,234.29547266387743,183.29314276670127
2025-11-12,235.4433925317408,184.58323487712678
2025-11-13,233.60268541646536,184.60712908388925
2025-11-14,235.03459654682098,184.82755488283348
2025-11-17,235.99741261081525,185.56514048400336
2025-11-18,234.500044135857,184.82755488283348
2025-11-19,235.3482309079039,185.84477933177595
2025-11-20,236.6709021886048,186.83989293166184
2025-11-21,235.65448827096876,185.95534750954107
2025-11-24,234.4617522489592,185.18029746406543
2025-11-25,235.0179533483906,184.64743575453872
2025-11-26,237.1092872827722,186.93370033348796
2025-11-27,235.2337892147242,187.0068179994294
2025-11-28,235.56113475158787,186.91692562506694
2025-12-01,236.4242875043893,186.7229018796591
2025-12-02,236.04022998799354,185.69889231194497
2025-12-03,233.14372166394733,185.3693333808896
2025-12-04,233.88540705473307,185.70995470271433
2025-12-05,234.49404454163152,186.7992240164783
2025-12-08,230.56384302379644,185.18779313942298
2025-12-09,230.46185523873731,184.3253585663588
2025-12-10,229.858619168683,183.74291115311917
2025-12-11,231.8585242668253,184.7455204283626
2025-12-12,233.16988675663825,185.80411041659244
